Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
543,Werik Popó,br BRA,FW,Juventude,22,2001,5,0,42,0.5,0,0,0,0,0,0,2,1,0.0,0.0,0.2,0.2,2,0,7,0.00,0.00,0.00,0.00,0.00,0.11,0.42,0.53,0.11,0.53,Matches
544,Gustavo Prado,br BRA,"FW,MF",Internacional,18,2005,28,3,664,7.4,1,0,1,1,0,0,1,0,1.3,1.3,1.6,2.9,21,29,66,0.14,0.00,0.14,0.14,0.14,0.17,0.22,0.39,0.17,0.39,Matches
545,Bruno Praxedes,br BRA,"MF,FW",Ath Paranaense,21,2002,7,2,237,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5,12,12,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,Matches
546,Bruno Praxedes,br BRA,MF,Vasco da Gama,21,2002,6,3,262,2.9,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,6,10,22,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
547,Erick Pulgar,cl CHI,MF,Flamengo,30,1994,23,21,1750,19.4,0,3,3,0,0,0,7,1,1.0,0.9,1.8,2.7,12,110,20,0.00,0.15,0.15,0.00,0.15,0.05,0.09,0.14,0.05,0.14,Matches
548,Du Queiroz,br BRA,MF,Grêmio,24,2000,14,6,586,6.5,0,0,0,0,0,0,2,0,1.1,1.1,0.4,1.6,13,48,19,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.24,0.17,0.24,Matches
549,Igor Rabello,br BRA,DF,Atlético Mineiro,28,1995,16,10,966,10.7,0,1,1,0,0,0,3,1,0.3,0.3,0.2,0.5,2,21,3,0.00,0.09,0.09,0.00,0.09,0.03,0.02,0.05,0.03,0.05,Matches
550,Rafael,br BRA,FW,Botafogo (RJ),33,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
551,Zé Rafael,br BRA,MF,Palmeiras,30,1993,18,11,951,10.6,0,2,2,0,0,0,7,0,0.6,0.6,1.8,2.4,10,49,20,0.00,0.19,0.19,0.00,0.19,0.05,0.17,0.22,0.05,0.22,Matches
552,Rafinha,br BRA,DF,São Paulo,38,1985,9,7,518,5.8,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,10,29,18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
553,Railan,br BRA,"DF,MF",Cuiabá,23,2000,23,10,1201,13.3,0,3,3,0,0,0,4,0,0.3,0.3,0.6,0.9,38,49,69,0.00,0.22,0.22,0.00,0.22,0.02,0.04,0.07,0.02,0.07,Matches
554,André Ramalho,br BRA,DF,Corinthians,31,1992,18,17,1482,16.5,0,1,1,0,0,0,5,1,0.3,0.3,0.3,0.5,10,53,3,0.00,0.06,0.06,0.00,0.06,0.02,0.02,0.03,0.02,0.03,Matches
555,Eric Ramires,br BRA,MF,RB Bragantino,23,2000,22,11,1106,12.3,2,2,4,2,0,0,4,0,2.0,2.0,0.3,2.3,9,38,33,0.16,0.16,0.33,0.16,0.33,0.17,0.02,0.19,0.17,0.19,Matches
556,Ramon,br BRA,DF,Cuiabá,22,2001,30,30,2636,29.3,2,1,3,2,0,0,9,0,1.0,1.0,1.5,2.5,48,88,95,0.07,0.03,0.10,0.07,0.10,0.03,0.05,0.08,0.03,0.08,Matches
557,Randerson,br BRA,MF,Atl Goianiense,19,2004,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
558,Pedro Rangel,br BRA,GK,Atl Goianiense,23,2000,6,6,540,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
559,Raniele,br BRA,"MF,DF",Corinthians,27,1996,33,28,2290,25.4,0,0,0,0,0,0,8,0,1.4,1.4,0.9,2.4,20,72,26,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.09,0.06,0.09,Matches
560,Rafael Ratão,br BRA,"FW,MF",Bahia,28,1995,19,0,438,4.9,1,2,3,1,0,0,0,0,2.9,2.9,0.7,3.6,15,25,66,0.21,0.41,0.62,0.21,0.62,0.60,0.14,0.74,0.60,0.74,Matches
561,Wellington Rato,br BRA,"FW,MF",São Paulo,31,1992,25,10,1052,11.7,1,5,6,1,0,0,2,0,2.2,2.2,3.5,5.7,24,47,90,0.09,0.43,0.51,0.09,0.51,0.19,0.30,0.49,0.19,0.49,Matches
562,Raul,br BRA,MF,RB Bragantino,27,1996,28,14,1305,14.5,1,1,2,1,0,0,2,0,0.3,0.3,1.1,1.5,9,68,10,0.07,0.07,0.14,0.07,0.14,0.02,0.08,0.10,0.02,0.10,Matches
563,Pedro Raul,br BRA,FW,Corinthians,27,1996,19,4,539,6.0,0,0,0,0,0,0,2,0,1.4,1.4,0.4,1.8,6,10,42,0.00,0.00,0.00,0.00,0.00,0.24,0.06,0.29,0.24,0.29,Matches
564,Leonardo Realpe,ec ECU,DF,RB Bragantino,22,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
565,Reinaldo,br BRA,DF,Grêmio,34,1989,29,28,2526,28.1,3,2,5,1,2,2,6,0,2.6,1.0,2.7,3.7,34,128,102,0.11,0.07,0.18,0.04,0.11,0.09,0.10,0.19,0.03,0.13,Matches
566,Vitor Reis,br BRA,DF,Palmeiras,18,2006,18,16,1458,16.2,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.6,3,46,1,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches
567,Robert Renan,br BRA,DF,Internacional,20,2003,12,10,959,10.7,0,1,1,0,0,0,2,0,0.6,0.6,0.3,0.9,16,45,15,0.00,0.09,0.09,0.00,0.09,0.06,0.02,0.08,0.06,0.08,Matches
568,Renê,br BRA,DF,Internacional,31,1992,15,12,1043,11.6,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,33,93,27,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Matches
569,Rezende,br BRA,"MF,DF",Bahia,29,1995,18,4,574,6.4,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,2,22,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
570,Rhaldney,br BRA,MF,Atl Goianiense,25,1998,32,28,2157,24.0,0,1,1,0,0,0,10,0,1.1,1.1,1.0,2.1,40,132,74,0.00,0.04,0.04,0.00,0.04,0.05,0.04,0.09,0.05,0.09,Matches
571,Everton Ribeiro,br BRA,MF,Bahia,34,1989,37,34,2681,29.8,2,5,7,2,0,0,4,0,1.5,1.5,4.6,6.1,85,325,162,0.07,0.17,0.23,0.07,0.23,0.05,0.15,0.20,0.05,0.20,Matches
572,Ricardo,br BRA,MF,Vitória,29,1994,19,14,1043,11.6,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.8,5,54,12,0.00,0.09,0.09,0.00,0.09,0.02,0.05,0.07,0.02,0.07,Matches
573,João Ricardo Riedi,br BRA,GK,Fortaleza,35,1988,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
574,Charles Rigon Matos,br BRA,MF,Corinthians,27,1996,13,5,554,6.2,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,6,30,19,0.16,0.00,0.16,0.16,0.16,0.05,0.03,0.08,0.05,0.08,Matches
575,Rikelme,br BRA,DF,Cuiabá,20,2003,8,5,497,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,10,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
576,Rildo,br BRA,"FW,MF",Juventude,24,2000,6,0,119,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,3,10,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.26,0.20,0.26,Matches
577,Richard Ríos,co COL,MF,Palmeiras,23,2000,24,20,1742,19.4,3,4,7,3,0,0,6,0,1.2,1.2,1.4,2.6,27,103,51,0.15,0.21,0.36,0.15,0.36,0.06,0.07,0.14,0.06,0.14,Matches
578,Riquelme,br BRA,MF,RB Bragantino,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
579,Robert,br BRA,"MF,FW",Cruzeiro,18,2005,12,3,396,4.4,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,17,7,34,0.00,0.23,0.23,0.00,0.23,0.07,0.06,0.13,0.07,0.13,Matches
580,Jhonata Robert,br BRA,MF,Criciúma,24,1999,6,1,159,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,9,15,21,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.16,0.14,0.16,Matches
581,Kaique Rocha,br BRA,DF,Ath Paranaense,22,2001,29,28,2486,27.6,0,1,1,0,0,0,3,0,1.4,1.4,1.3,2.8,11,84,5,0.00,0.04,0.04,0.00,0.04,0.05,0.05,0.10,0.05,0.10,Matches
582,Marcos Rocha,br BRA,DF,Palmeiras,35,1988,28,20,1936,21.5,0,2,2,0,0,0,5,1,0.3,0.3,3.7,3.9,35,150,74,0.00,0.09,0.09,0.00,0.09,0.01,0.17,0.18,0.01,0.18,Matches
583,Pedro Rocha Neves,br BRA,"FW,MF",Criciúma,29,1994,7,1,174,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,5,4,11,0.00,0.00,0.00,0.00,0.00,0.29,0.02,0.31,0.29,0.31,Matches
584,Pedro Rocha Neves,br BRA,"FW,MF",Fortaleza,29,1994,4,0,48,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,2,1,5,0.00,1.87,1.87,0.00,1.87,0.15,1.09,1.24,0.15,1.24,Matches
585,Sergio Rochet,uy URU,GK,Internacional,30,1993,28,28,2520,28.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
586,Yeferson Rodallega,co COL,DF,Atl Goianiense,23,2000,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
587,Rodrigo,br BRA,MF,São Paulo,19,2004,4,0,71,0.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,1,4,0.00,0.00,0.00,0.00,0.00,0.59,0.04,0.63,0.59,0.63,Matches
588,Arthur Rodrigues,br BRA,"FW,MF",Cruzeiro,19,2004,3,0,82,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,0,3,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches
589,Emerson Rodríguez,co COL,FW,Vasco da Gama,23,2000,15,9,795,8.8,2,0,2,2,0,0,1,0,1.4,1.4,0.5,1.9,30,12,90,0.23,0.00,0.23,0.23,0.23,0.16,0.06,0.22,0.16,0.22,Matches
590,Emiliano Rodríguez,uy URU,FW,Atl Goianiense,20,2003,21,14,1096,12.2,0,0,0,0,0,0,2,0,2.8,2.8,0.5,3.4,10,13,64,0.00,0.00,0.00,0.00,0.00,0.23,0.04,0.27,0.23,0.27,Matches
591,James Rodríguez,co COL,MF,São Paulo,32,1991,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
592,Luciano Rodríguez,uy URU,"FW,MF",Bahia,20,2003,19,8,900,10.0,6,1,7,5,1,1,2,0,5.8,5.0,1.1,6.1,23,28,70,0.60,0.10,0.70,0.50,0.60,0.58,0.11,0.69,0.50,0.61,Matches
593,Agustín Rogel,uy URU,DF,Internacional,26,1997,15,13,1055,11.7,0,1,1,0,0,0,2,1,1.1,1.1,0.1,1.1,1,24,0,0.00,0.09,0.09,0.00,0.09,0.09,0.01,0.10,0.09,0.10,Matches
594,Robert Rojas,py PAR,DF,Vasco da Gama,27,1996,6,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
595,Guilherme Romão,br BRA,DF,Atl Goianiense,26,1997,32,32,2766,30.7,1,3,4,1,0,0,5,0,1.9,1.9,2.8,4.7,68,127,127,0.03,0.10,0.13,0.03,0.13,0.06,0.09,0.15,0.06,0.15,Matches
596,Ángel Romero,py PAR,FW,Corinthians,31,1992,28,16,1449,16.1,5,4,9,5,0,1,6,0,5.2,4.4,2.8,7.2,33,53,141,0.31,0.25,0.56,0.31,0.56,0.32,0.17,0.50,0.28,0.45,Matches
597,Lucas Romero,ar ARG,MF,Cruzeiro,29,1994,33,31,2531,28.1,0,2,2,0,0,0,8,1,0.7,0.7,0.8,1.5,22,159,26,0.00,0.07,0.07,0.00,0.07,0.02,0.03,0.05,0.02,0.05,Matches
598,Óscar Romero,py PAR,"MF,FW",Botafogo (RJ),31,1992,19,6,678,7.5,1,4,5,0,1,1,5,0,1.4,0.6,1.5,2.1,12,52,54,0.13,0.53,0.66,0.00,0.53,0.19,0.19,0.38,0.08,0.28,Matches
599,Rômulo,br BRA,DF,Atlético Mineiro,20,2004,8,5,495,5.5,1,0,1,1,0,0,4,1,0.5,0.5,0.6,1.1,8,34,4,0.18,0.00,0.18,0.18,0.18,0.09,0.10,0.19,0.09,0.19,Matches
600,Romulo,br BRA,MF,Internacional,23,2000,30,20,1794,19.9,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,13,73,14,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
601,Romulo,br BRA,"FW,MF",Palmeiras,22,2001,9,1,178,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,5,5,28,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.22,0.03,0.22,Matches
602,Ronald,br BRA,MF,Criciúma,26,1997,30,15,1510,16.8,1,2,3,1,0,0,6,0,0.8,0.8,1.5,2.4,34,64,58,0.06,0.12,0.18,0.06,0.18,0.05,0.09,0.14,0.05,0.14,Matches
603,Ronald,br BRA,"MF,DF",Grêmio,20,2003,11,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
604,Ronaldo,br BRA,GK,Atl Goianiense,27,1996,32,32,2879,32.0,0,1,1,0,0,0,2,1,0.0,0.0,0.3,0.3,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
605,Ronaldo,br BRA,MF,Juventude,27,1996,13,13,1135,12.6,2,2,4,2,0,0,1,0,1.0,1.0,1.2,2.2,11,47,7,0.16,0.16,0.32,0.16,0.32,0.08,0.10,0.18,0.08,0.18,Matches
606,Budiga Roni,br BRA,"MF,DF",Atl Goianiense,24,1999,22,16,1446,16.1,1,0,1,1,0,0,5,0,0.7,0.7,0.3,1.0,5,59,23,0.06,0.00,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06,Matches
607,Rony,br BRA,FW,Palmeiras,28,1995,35,17,1721,19.1,4,2,6,4,0,0,4,0,8.3,8.3,2.7,11.0,22,20,125,0.21,0.10,0.31,0.21,0.31,0.43,0.14,0.57,0.43,0.57,Matches
608,Matheus Rossetto,br BRA,MF,Fortaleza,27,1996,22,19,1548,17.2,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,26,94,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
609,Rossi,br BRA,"FW,MF",Vasco da Gama,30,1993,11,9,507,5.6,0,1,1,0,0,0,3,0,0.0,0.0,0.8,0.9,7,11,45,0.00,0.18,0.18,0.00,0.18,0.00,0.15,0.15,0.00,0.15,Matches
610,Agustín Rossi,ar ARG,GK,Flamengo,28,1995,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
611,Ruan,br BRA,DF,São Paulo,24,1999,8,8,719,8.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,19,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
612,Ruan,br BRA,"FW,MF",Juventude,18,2005,6,0,99,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,5,11,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
613,Rubens,br BRA,"DF,FW",Atlético Mineiro,22,2001,19,15,1194,13.3,1,1,2,1,0,0,4,1,1.1,1.0,1.4,2.4,17,28,66,0.08,0.08,0.15,0.08,0.15,0.08,0.11,0.19,0.08,0.18,Matches
614,Alan Ruschel,br BRA,DF,Juventude,34,1989,28,25,2243,24.9,1,1,2,1,0,0,7,2,0.7,0.7,1.7,2.4,44,119,86,0.04,0.04,0.08,0.04,0.08,0.03,0.07,0.10,0.03,0.10,Matches
615,José Sabino,br BRA,DF,São Paulo,27,1996,13,11,972,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,5,43,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
616,Daniel Sales,br BRA,DF,Flamengo,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
617,Rodrigo Sam,br BRA,DF,Juventude,28,1995,13,8,803,8.9,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,2,22,1,0.11,0.00,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,Matches
618,Philipe Sampaio,br BRA,DF,Atl Goianiense,29,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.24,0.09,0.24,Matches
619,Alex Sandro,br BRA,DF,Flamengo,33,1991,8,5,512,5.7,0,1,1,0,0,0,1,0,0.4,0.4,1.7,2.1,18,37,44,0.00,0.18,0.18,0.00,0.18,0.06,0.30,0.37,0.06,0.37,Matches
620,Alex Santana,br BRA,"MF,FW",Ath Paranaense,28,1995,4,0,101,1.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
621,Alex Santana,br BRA,MF,Corinthians,28,1995,12,6,569,6.3,0,0,0,0,0,0,2,0,0.8,0.8,0.2,1.1,9,22,6,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.17,0.13,0.17,Matches
622,Ademir Santos,br BRA,"FW,MF",Bahia,28,1995,31,10,1131,12.6,3,4,7,3,0,0,0,0,3.6,3.6,2.8,6.4,66,29,147,0.24,0.32,0.56,0.24,0.56,0.29,0.22,0.51,0.29,0.51,Matches
623,Allyson Aires dos Santos,br BRA,DF,Cuiabá,33,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
624,Eduardo Santos,br BRA,DF,RB Bragantino,26,1997,22,18,1716,19.1,1,0,1,1,0,0,5,0,0.6,0.6,0.2,0.8,12,62,8,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches
625,Juan Santos,br BRA,"FW,MF",São Paulo,21,2002,10,3,263,2.9,0,1,1,0,0,0,0,0,0.7,0.7,0.2,0.9,6,4,21,0.00,0.34,0.34,0.00,0.34,0.22,0.07,0.30,0.22,0.30,Matches
626,Júnior Santos,br BRA,FW,Botafogo (RJ),29,1994,24,16,1481,16.5,4,1,5,4,0,0,2,0,6.3,6.3,1.5,7.8,44,30,127,0.24,0.06,0.30,0.24,0.30,0.38,0.09,0.47,0.38,0.47,Matches
627,Kayke Santos,br BRA,FW,Ath Paranaense,15,2008,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
628,Luis Eduardo Marques dos Santos,br BRA,DF,Criciúma,26,1997,15,8,749,8.3,0,1,1,0,0,0,0,0,0.2,0.2,1.5,1.7,22,58,55,0.00,0.12,0.12,0.00,0.12,0.02,0.18,0.20,0.02,0.20,Matches
629,Luis Eduardo Marques dos Santos,br BRA,"FW,DF",Fortaleza,26,1997,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
630,Renzo Saravia,ar ARG,DF,Atlético Mineiro,30,1993,31,26,2291,25.5,0,0,0,0,0,0,3,0,0.4,0.4,1.1,1.4,47,157,74,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.06,0.01,0.06,Matches
631,Eduardo Sasha,br BRA,FW,RB Bragantino,31,1992,28,26,2079,23.1,8,4,12,7,1,1,7,1,5.4,4.6,2.6,7.2,25,58,111,0.35,0.17,0.52,0.30,0.48,0.23,0.11,0.35,0.20,0.31,Matches
632,Lucas Sasha,br BRA,MF,Fortaleza,33,1990,21,12,1220,13.6,0,0,0,0,0,0,2,0,0.6,0.6,1.6,2.2,7,40,24,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16,Matches
633,Gustavo Sauer,br BRA,"FW,MF",Cuiabá,30,1993,11,7,503,5.6,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,12,26,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12,Matches
634,Jefferson Savarino,ve VEN,"MF,FW",Botafogo (RJ),27,1996,28,22,2009,22.3,8,7,15,8,0,0,3,0,5.2,4.9,6.5,11.4,46,124,175,0.36,0.31,0.67,0.36,0.67,0.23,0.29,0.52,0.22,0.51,Matches
635,Gustavo Scarpa,br BRA,"DF,MF",Atlético Mineiro,30,1994,32,25,2245,24.9,4,4,8,2,2,2,7,1,4.1,2.5,4.0,6.5,90,140,229,0.16,0.16,0.32,0.08,0.24,0.17,0.16,0.32,0.10,0.26,Matches
636,Cleiton Schwengber,br BRA,GK,RB Bragantino,26,1997,31,31,2699,30.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
637,Kevin Serna,co COL,FW,Fluminense,26,1997,16,9,872,9.7,3,2,5,3,0,0,1,0,2.6,2.6,1.2,3.8,40,12,90,0.31,0.21,0.52,0.31,0.52,0.27,0.13,0.40,0.27,0.40,Matches
638,Igor Serrote,br BRA,"DF,FW",Grêmio,18,2005,5,1,123,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,4,0.00,0.73,0.73,0.00,0.73,0.02,0.16,0.18,0.02,0.18,Matches
639,Juan Sforza,ar ARG,MF,Vasco da Gama,21,2002,26,12,1250,13.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,7,66,10,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
640,Shaylon,br BRA,"FW,MF",Atl Goianiense,26,1997,35,25,2167,24.1,2,2,4,1,1,2,3,0,4.1,2.6,5.7,8.2,36,129,95,0.08,0.08,0.17,0.04,0.12,0.17,0.24,0.41,0.11,0.34,Matches
641,Ogundana Shola,ng NGA,MF,Flamengo,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,2.49,0.00,2.49,2.49,2.49,Matches
642,André Silva,br BRA,FW,São Paulo,26,1997,30,17,1535,17.1,7,2,9,7,0,0,3,0,3.9,3.9,0.8,4.8,20,32,107,0.41,0.12,0.53,0.41,0.53,0.23,0.05,0.28,0.23,0.28,Matches
643,Luan Silva,br BRA,MF,Vitória,24,1999,25,22,1585,17.6,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,6,41,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
644,Lucas Silva,br BRA,MF,Cruzeiro,30,1993,31,25,1991,22.1,1,1,2,1,0,0,5,0,0.9,0.9,1.5,2.4,29,103,49,0.05,0.05,0.09,0.05,0.09,0.04,0.07,0.11,0.04,0.11,Matches
645,Rafael Silva,br BRA,FW,Cruzeiro,31,1992,9,9,527,5.9,3,0,3,3,0,0,2,1,1.7,1.7,0.1,1.8,6,10,27,0.51,0.00,0.51,0.51,0.51,0.29,0.02,0.31,0.29,0.31,Matches
646,Thiago Silva,br BRA,DF,Fluminense,39,1984,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.5,0.4,0.7,1.1,3,37,0,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.07,Matches
647,Everton Soares,br BRA,FW,Flamengo,27,1996,10,10,537,6.0,1,2,3,1,0,0,1,0,0.9,0.9,1.2,2.1,23,15,54,0.17,0.34,0.50,0.17,0.50,0.15,0.21,0.36,0.15,0.36,Matches
648,Fábio Soares,br BRA,MF,Vitória,19,2004,3,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
649,Tiquinho Soares,br BRA,FW,Botafogo (RJ),33,1991,28,13,1349,15.0,5,3,8,3,2,2,4,1,6.7,5.2,2.1,7.3,7,27,69,0.33,0.20,0.53,0.20,0.40,0.45,0.14,0.59,0.35,0.49,Matches
650,Fernando Sobral,br BRA,MF,Cuiabá,29,1994,33,22,2001,22.2,1,2,3,0,1,1,7,0,1.3,0.6,2.5,3.0,28,115,61,0.04,0.09,0.13,0.00,0.09,0.06,0.11,0.17,0.03,0.14,Matches
651,Yeferson Soteldo,ve VEN,"FW,MF",Grêmio,26,1997,24,19,1673,18.6,5,2,7,5,0,0,2,0,2.9,2.9,4.6,7.4,120,79,138,0.27,0.11,0.38,0.27,0.38,0.15,0.25,0.40,0.15,0.40,Matches
